Rank,NOC,Gold,Silver,Bronze,Total,Year,is_host,total_events,total_lag1,gold_lag1,total_lag2,total_rolling3_mean,total_change,participation_count,gold_ratio
12,Great Britain,2,6,12,20,1960,0,150,24.0,6.0,11.0,19.333333333333332,-4.0,14,0.1
10,Great Britain,4,12,2,18,1964,0,163,20.0,2.0,24.0,18.333333333333332,-2.0,15,0.2222222222222222
10,Great Britain,5,5,3,13,1968,0,172,18.0,4.0,20.0,20.666666666666668,-5.0,16,0.38461538461538464
12,Great Britain,4,5,9,18,1972,0,195,13.0,5.0,18.0,17.0,5.0,17,0.2222222222222222
13,Great Britain,3,5,5,13,1976,0,198,18.0,4.0,13.0,16.333333333333332,-5.0,18,0.23076923076923078
9,Great Britain,5,7,9,21,1980,0,203,13.0,3.0,18.0,14.666666666666666,8.0,19,0.23809523809523808
11,Great Britain,5,11,21,37,1984,0,221,21.0,5.0,13.0,17.333333333333332,16.0,20,0.13513513513513514
12,Great Britain,5,10,9,24,1988,0,237,37.0,5.0,21.0,23.666666666666668,-13.0,21,0.20833333333333334
13,Great Britain,5,3,12,20,1992,0,257,24.0,5.0,37.0,27.333333333333332,-4.0,22,0.25
36,Great Britain,1,8,6,15,1996,0,271,20.0,5.0,24.0,27.0,-5.0,23,0.06666666666666667
10,Great Britain,11,10,7,28,2000,0,300,15.0,1.0,20.0,19.666666666666668,13.0,24,0.39285714285714285
10,Great Britain,9,9,12,30,2004,0,301,28.0,11.0,15.0,21.0,2.0,25,0.3
4,Great Britain,19,13,19,51,2008,0,302,30.0,9.0,28.0,24.333333333333332,21.0,26,0.37254901960784315
3,Great Britain,29,18,18,65,2012,1,302,51.0,19.0,30.0,36.333333333333336,14.0,27,0.4461538461538462
2,Great Britain,27,23,17,67,2016,0,306,65.0,29.0,51.0,48.666666666666664,2.0,28,0.40298507462686567
4,Great Britain,22,20,22,64,2020,0,339,67.0,27.0,65.0,61.0,-3.0,29,0.34375
7,Great Britain,14,22,29,65,2024,0,329,64.0,22.0,67.0,65.33333333333333,1.0,30,0.2153846153846154
2,Greece,10,18,19,47,1896,1,43,0.0,0.0,0.0,0.0,47.0,1,0.2127659574468085
11,Greece,1,0,1,2,1904,0,95,47.0,10.0,0.0,47.0,-45.0,2,0.5
15,Greece,0,3,1,4,1908,0,110,2.0,1.0,47.0,24.5,2.0,3,0.0
15,Greece,1,0,1,2,1912,0,102,4.0,0.0,2.0,17.666666666666668,-2.0,4,0.5
19,Greece,0,1,0,1,1920,0,156,2.0,1.0,4.0,2.6666666666666665,-1.0,5,0.0
35,Greece,0,0,1,1,1956,0,151,1.0,0.0,2.0,2.3333333333333335,0.0,6,0.0
21,Greece,1,0,0,1,1960,0,150,1.0,0.0,1.0,1.3333333333333333,0.0,7,1.0
42,Greece,0,0,1,1,1968,0,172,1.0,1.0,1.0,1.0,0.0,8,0.0
29,Greece,0,2,0,2,1972,0,195,1.0,0.0,1.0,1.0,1.0,9,0.0
22,Greece,1,0,2,3,1980,0,203,2.0,0.0,1.0,1.3333333333333333,1.0,10,0.3333333333333333
30,Greece,0,1,1,2,1984,0,221,3.0,1.0,2.0,2.0,-1.0,11,0.0
46,Greece,0,0,1,1,1988,0,237,2.0,0.0,3.0,2.3333333333333335,-1.0,12,0.0
26,Greece,2,0,0,2,1992,0,257,1.0,0.0,2.0,2.0,1.0,13,1.0
16,Greece,4,4,0,8,1996,0,271,2.0,2.0,1.0,1.6666666666666667,6.0,14,0.5
17,Greece,4,6,3,13,2000,0,300,8.0,4.0,2.0,3.6666666666666665,5.0,15,0.3076923076923077
15,Greece,6,6,4,16,2004,1,301,13.0,4.0,8.0,7.666666666666667,3.0,16,0.375
60,Greece,0,2,1,3,2008,0,302,16.0,6.0,13.0,12.333333333333334,-13.0,17,0.0
77,Greece,0,0,2,2,2012,0,302,3.0,0.0,16.0,10.666666666666666,-1.0,18,0.0
25,Greece,3,1,2,6,2016,0,306,2.0,0.0,3.0,7.0,4.0,19,0.5
36,Greece,2,1,1,4,2020,0,339,6.0,3.0,2.0,3.6666666666666665,-2.0,20,0.5
51,Greece,1,1,6,8,2024,0,329,4.0,2.0,6.0,4.0,4.0,21,0.125
50,Grenada,1,0,0,1,2012,0,302,0.0,0.0,0.0,0.0,1.0,1,1.0
69,Grenada,0,1,0,1,2016,0,306,1.0,1.0,0.0,1.0,0.0,2,0.0
86,Grenada,0,0,1,1,2020,0,339,1.0,0.0,1.0,1.0,0.0,3,0.0
80,Grenada,0,0,2,2,2024,0,329,1.0,0.0,1.0,1.0,1.0,4,0.0
70,Guatemala,0,1,0,1,2012,0,302,0.0,0.0,0.0,0.0,1.0,1,0.0
60,Guatemala,1,0,1,2,2024,0,329,1.0,0.0,0.0,1.0,1.0,2,0.5
35,Guyana,0,0,1,1,1980,0,203,0.0,0.0,0.0,0.0,1.0,1,0.0
23,Haiti,0,0,1,1,1924,0,126,0.0,0.0,0.0,0.0,1.0,1,0.0
30,Haiti,0,1,0,1,1928,0,109,1.0,0.0,0.0,1.0,0.0,2,0.0
49,Hong Kong,1,0,0,1,1996,0,271,0.0,0.0,0.0,0.0,1.0,1,1.0
65,Hong Kong,0,1,0,1,2004,0,301,1.0,1.0,0.0,1.0,0.0,2,0.0
79,Hong Kong,0,0,1,1,2012,0,302,1.0,0.0,1.0,1.0,0.0,3,0.0
49,Hong Kong,1,2,3,6,2020,0,339,1.0,0.0,1.0,1.0,5.0,4,0.16666666666666666
37,Hong Kong,2,0,2,4,2024,0,329,6.0,1.0,1.0,2.6666666666666665,-2.0,5,0.5
6,Hungary,2,1,3,6,1896,0,43,0.0,0.0,0.0,0.0,6.0,1,0.3333333333333333
11,Hungary,1,2,2,5,1900,0,97,6.0,2.0,0.0,6.0,-1.0,2,0.2
5,Hungary,2,1,1,4,1904,0,95,5.0,1.0,6.0,5.5,-1.0,3,0.5
6,Hungary,3,4,2,9,1908,0,110,4.0,2.0,5.0,5.0,5.0,4,0.3333333333333333
9,Hungary,3,2,3,8,1912,0,102,9.0,3.0,4.0,6.0,-1.0,5,0.375
13,Hungary,2,3,4,9,1924,0,126,8.0,3.0,9.0,7.0,1.0,6,0.2222222222222222
9,Hungary,4,5,0,9,1928,0,109,9.0,2.0,8.0,8.666666666666666,0.0,7,0.4444444444444444
6,Hungary,6,5,5,16,1932,0,117,9.0,4.0,9.0,8.666666666666666,7.0,8,0.375
3,Hungary,10,1,5,16,1936,0,129,16.0,6.0,9.0,11.333333333333334,0.0,9,0.625
4,Hungary,10,5,12,27,1948,0,136,16.0,10.0,16.0,13.666666666666666,11.0,10,0.37037037037037035
3,Hungary,16,10,16,42,1952,0,149,27.0,10.0,16.0,19.666666666666668,15.0,11,0.38095238095238093
4,Hungary,9,10,7,26,1956,0,151,42.0,16.0,27.0,28.333333333333332,-16.0,12,0.34615384615384615
7,Hungary,6,8,7,21,1960,0,150,26.0,9.0,42.0,31.666666666666668,-5.0,13,0.2857142857142857
6,Hungary,10,7,5,22,1964,0,163,21.0,6.0,26.0,29.666666666666668,1.0,14,0.45454545454545453
4,Hungary,10,10,12,32,1968,0,172,22.0,10.0,21.0,23.0,10.0,15,0.3125
8,Hungary,6,13,16,35,1972,0,195,32.0,10.0,22.0,25.0,3.0,16,0.17142857142857143
10,Hungary,4,5,13,22,1976,0,198,35.0,6.0,32.0,29.666666666666668,-13.0,17,0.18181818181818182
6,Hungary,7,10,15,32,1980,0,203,22.0,4.0,35.0,29.666666666666668,10.0,18,0.21875
6,Hungary,11,6,6,23,1988,0,237,32.0,7.0,22.0,29.666666666666668,-9.0,19,0.4782608695652174
8,Hungary,11,12,7,30,1992,0,257,23.0,11.0,32.0,25.666666666666668,7.0,20,0.36666666666666664
12,Hungary,7,4,10,21,1996,0,271,30.0,11.0,23.0,28.333333333333332,-9.0,21,0.3333333333333333
13,Hungary,8,6,3,17,2000,0,300,21.0,7.0,30.0,24.666666666666668,-4.0,22,0.47058823529411764
12,Hungary,8,6,3,17,2004,0,301,17.0,8.0,21.0,22.666666666666668,0.0,23,0.47058823529411764
21,Hungary,3,5,2,10,2008,0,302,17.0,8.0,17.0,18.333333333333332,-7.0,24,0.3
10,Hungary,8,4,6,18,2012,0,302,10.0,3.0,17.0,14.666666666666666,8.0,25,0.4444444444444444
12,Hungary,8,3,4,15,2016,0,306,18.0,8.0,10.0,15.0,-3.0,26,0.5333333333333333
15,Hungary,6,7,7,20,2020,0,339,15.0,8.0,18.0,14.333333333333334,5.0,27,0.3
14,Hungary,6,7,6,19,2024,0,329,20.0,6.0,15.0,17.666666666666668,-1.0,28,0.3157894736842105
31,Iceland,0,1,0,1,1956,0,151,0.0,0.0,0.0,0.0,1.0,1,0.0
43,Iceland,0,0,1,1,1984,0,221,1.0,0.0,0.0,1.0,0.0,2,0.0
71,Iceland,0,0,1,1,2000,0,300,1.0,0.0,1.0,1.0,0.0,3,0.0
72,Iceland,0,1,0,1,2008,0,302,1.0,0.0,1.0,1.0,0.0,4,0.0
51,Independent Olympic Athletes,1,0,1,2,2016,0,306,0.0,0.0,0.0,0.0,2.0,1,0.5
44,Independent Olympic Participants,0,1,2,3,1992,0,257,0.0,0.0,0.0,0.0,3.0,1,0.0
19,India,0,2,0,2,1900,0,97,0.0,0.0,0.0,0.0,2.0,1,0.0
24,India,1,0,0,1,1928,0,109,2.0,0.0,0.0,2.0,-1.0,2,1.0
19,India,1,0,0,1,1932,0,117,1.0,1.0,2.0,1.5,0.0,3,1.0
20,India,1,0,0,1,1936,0,129,1.0,1.0,1.0,1.3333333333333333,0.0,4,1.0
22,India,1,0,0,1,1948,0,136,1.0,1.0,1.0,1.0,0.0,5,1.0
26,India,1,0,1,2,1952,0,149,1.0,1.0,1.0,1.0,1.0,6,0.5
24,India,1,0,0,1,1956,0,151,2.0,1.0,1.0,1.3333333333333333,-1.0,7,1.0
32,India,0,1,0,1,1960,0,150,1.0,1.0,2.0,1.3333333333333333,0.0,8,0.0
24,India,1,0,0,1,1964,0,163,1.0,0.0,1.0,1.3333333333333333,0.0,9,1.0
42,India,0,0,1,1,1968,0,172,1.0,1.0,1.0,1.0,0.0,10,0.0
43,India,0,0,1,1,1972,0,195,1.0,0.0,1.0,1.0,0.0,11,0.0
23,India,1,0,0,1,1980,0,203,1.0,0.0,1.0,1.0,0.0,12,1.0
71,India,0,0,1,1,1996,0,271,1.0,1.0,1.0,1.0,0.0,13,0.0
71,India,0,0,1,1,2000,0,300,1.0,0.0,1.0,1.0,0.0,14,0.0
65,India,0,1,0,1,2004,0,301,1.0,0.0,1.0,1.0,0.0,15,0.0
51,India,1,0,2,3,2008,0,302,1.0,0.0,1.0,1.0,2.0,16,0.3333333333333333
57,India,0,2,4,6,2012,0,302,3.0,1.0,1.0,1.6666666666666667,3.0,17,0.0
67,India,0,1,1,2,2016,0,306,6.0,0.0,3.0,3.3333333333333335,-4.0,18,0.0
48,India,1,2,4,7,2020,0,339,2.0,0.0,6.0,3.6666666666666665,5.0,19,0.14285714285714285
71,India,0,1,5,6,2024,0,329,7.0,1.0,2.0,5.0,-1.0,20,0.0
36,Indonesia,0,1,0,1,1988,0,237,0.0,0.0,0.0,0.0,1.0,1,0.0
24,Indonesia,2,2,1,5,1992,0,257,1.0,0.0,0.0,1.0,4.0,2,0.4
41,Indonesia,1,1,2,4,1996,0,271,5.0,2.0,1.0,3.0,-1.0,3,0.25
38,Indonesia,1,3,2,6,2000,0,300,4.0,1.0,5.0,3.3333333333333335,2.0,4,0.16666666666666666
48,Indonesia,1,1,2,4,2004,0,301,6.0,1.0,4.0,5.0,-2.0,5,0.25
40,Indonesia,1,1,4,6,2008,0,302,4.0,1.0,6.0,4.666666666666667,2.0,6,0.16666666666666666
60,Indonesia,0,2,1,3,2012,0,302,6.0,1.0,4.0,5.333333333333333,-3.0,7,0.0
46,Indonesia,1,2,0,3,2016,0,306,3.0,0.0,6.0,4.333333333333333,0.0,8,0.3333333333333333
55,Indonesia,1,1,3,5,2020,0,339,3.0,1.0,3.0,4.0,2.0,9,0.2
39,Indonesia,2,0,1,3,2024,0,329,5.0,1.0,3.0,3.6666666666666665,-2.0,10,0.6666666666666666
34,Iran,0,0,1,1,1948,0,136,0.0,0.0,0.0,0.0,1.0,1,0.0
30,Iran,0,3,4,7,1952,0,149,1.0,0.0,0.0,1.0,6.0,2,0.0
14,Iran,2,2,1,5,1956,0,151,7.0,0.0,1.0,4.0,-2.0,3,0.4
27,Iran,0,1,3,4,1960,0,150,5.0,2.0,7.0,4.333333333333333,-1.0,4,0.0
34,Iran,0,0,2,2,1964,0,163,4.0,0.0,5.0,5.333333333333333,-2.0,5,0.0
19,Iran,2,1,2,5,1968,0,172,2.0,0.0,4.0,3.6666666666666665,3.0,6,0.4
28,Iran,0,2,1,3,1972,0,195,5.0,2.0,2.0,3.6666666666666665,-2.0,7,0.0
33,Iran,0,1,1,2,1976,0,198,3.0,0.0,5.0,3.3333333333333335,-1.0,8,0.0
36,Iran,0,1,0,1,1988,0,237,2.0,0.0,3.0,3.3333333333333335,-1.0,9,0.0
44,Iran,0,1,2,3,1992,0,257,1.0,0.0,2.0,2.0,2.0,10,0.0
43,Iran,1,1,1,3,1996,0,271,3.0,0.0,1.0,2.0,0.0,11,0.3333333333333333
27,Iran,3,0,1,4,2000,0,300,3.0,1.0,3.0,2.3333333333333335,1.0,12,0.75
29,Iran,2,2,2,6,2004,0,301,4.0,3.0,3.0,3.3333333333333335,2.0,13,0.3333333333333333
52,Iran,1,0,1,2,2008,0,302,6.0,2.0,4.0,4.333333333333333,-4.0,14,0.5
12,Iran,7,5,1,13,2012,0,302,2.0,1.0,6.0,4.0,11.0,15,0.5384615384615384
24,Iran,3,1,4,8,2016,0,306,13.0,7.0,2.0,7.0,-5.0,16,0.375
27,Iran,3,2,2,7,2020,0,339,8.0,3.0,13.0,7.666666666666667,-1.0,17,0.42857142857142855
21,Iran,3,6,3,12,2024,0,329,7.0,3.0,8.0,9.333333333333334,5.0,18,0.25
41,Iraq,0,0,1,1,1960,0,150,0.0,0.0,0.0,0.0,1.0,1,0.0
24,Ireland,1,0,0,1,1928,0,109,0.0,0.0,0.0,0.0,1.0,1,1.0
16,Ireland,2,0,0,2,1932,0,117,1.0,1.0,0.0,1.0,1.0,2,1.0
34,Ireland,0,1,0,1,1952,0,149,2.0,2.0,1.0,1.5,-1.0,3,0.0
21,Ireland,1,1,3,5,1956,0,151,1.0,0.0,2.0,1.3333333333333333,4.0,4,0.2
35,Ireland,0,0,1,1,1964,0,163,5.0,1.0,1.0,2.6666666666666665,-4.0,5,0.0
31,Ireland,0,1,1,2,1980,0,203,1.0,0.0,5.0,2.3333333333333335,1.0,6,0.0
33,Ireland,0,1,0,1,1984,0,221,2.0,0.0,1.0,2.6666666666666665,-1.0,7,0.0
32,Ireland,1,1,0,2,1992,0,257,1.0,0.0,2.0,1.3333333333333333,1.0,8,0.5
28,Ireland,3,0,1,4,1996,0,271,2.0,1.0,1.0,1.6666666666666667,2.0,9,0.75
64,Ireland,0,1,0,1,2000,0,300,4.0,3.0,2.0,2.3333333333333335,-3.0,10,0.0
64,Ireland,0,1,2,3,2008,0,302,1.0,0.0,4.0,2.3333333333333335,2.0,11,0.0
41,Ireland,1,1,4,6,2012,0,302,3.0,0.0,1.0,2.6666666666666665,3.0,12,0.16666666666666666
63,Ireland,0,2,0,2,2016,0,306,6.0,1.0,3.0,3.3333333333333335,-4.0,13,0.0
39,Ireland,2,0,2,4,2020,0,339,2.0,0.0,6.0,3.6666666666666665,2.0,14,0.5
19,Ireland,4,0,3,7,2024,0,329,4.0,2.0,2.0,4.0,3.0,15,0.5714285714285714
48,Israel,0,1,1,2,1992,0,257,0.0,0.0,0.0,0.0,2.0,1,0.0
71,Israel,0,0,1,1,1996,0,271,2.0,0.0,0.0,2.0,-1.0,2,0.0
71,Israel,0,0,1,1,2000,0,300,1.0,0.0,2.0,1.5,0.0,3,0.0
52,Israel,1,0,1,2,2004,0,301,1.0,0.0,1.0,1.3333333333333333,1.0,4,0.5
82,Israel,0,0,1,1,2008,0,302,2.0,1.0,1.0,1.3333333333333333,-1.0,5,0.0
77,Israel,0,0,2,2,2016,0,306,1.0,0.0,2.0,1.3333333333333333,1.0,6,0.0
39,Israel,2,0,2,4,2020,0,339,2.0,0.0,1.0,1.6666666666666667,2.0,7,0.5
41,Israel,1,5,1,7,2024,0,329,4.0,2.0,2.0,2.3333333333333335,3.0,8,0.14285714285714285
8,Italy,3,2,0,5,1900,0,97,0.0,0.0,0.0,0.0,5.0,1,0.6
9,Italy,2,2,0,4,1908,0,110,5.0,3.0,0.0,5.0,-1.0,2,0.5
11,Italy,3,1,2,6,1912,0,102,4.0,2.0,5.0,4.5,2.0,3,0.5
7,Italy,13,5,5,23,1920,0,156,6.0,3.0,4.0,5.0,17.0,4,0.5652173913043478
5,Italy,8,3,5,16,1924,0,126,23.0,13.0,6.0,11.0,-7.0,5,0.5
5,Italy,7,5,7,19,1928,0,109,16.0,8.0,23.0,15.0,3.0,6,0.3684210526315789
2,Italy,12,12,12,36,1932,0,117,19.0,7.0,16.0,19.333333333333332,17.0,7,0.3333333333333333
4,Italy,9,13,5,27,1936,0,129,36.0,12.0,19.0,23.666666666666668,-9.0,8,0.3333333333333333
5,Italy,8,11,8,27,1948,0,136,27.0,9.0,36.0,27.333333333333332,0.0,9,0.2962962962962963
5,Italy,8,9,4,21,1952,0,149,27.0,8.0,27.0,30.0,-6.0,10,0.38095238095238093
5,Italy,8,8,9,25,1956,0,151,21.0,8.0,27.0,25.0,4.0,11,0.32
3,Italy,13,10,13,36,1960,1,150,25.0,8.0,21.0,24.333333333333332,11.0,12,0.3611111111111111
5,Italy,10,10,7,27,1964,0,163,36.0,13.0,25.0,27.333333333333332,-9.0,13,0.37037037037037035
13,Italy,3,4,9,16,1968,0,172,27.0,10.0,36.0,29.333333333333332,-11.0,14,0.1875
10,Italy,5,3,10,18,1972,0,195,16.0,3.0,27.0,26.333333333333332,2.0,15,0.2777777777777778
14,Italy,2,7,4,13,1976,0,198,18.0,5.0,16.0,20.333333333333332,-5.0,16,0.15384615384615385
5,Italy,8,3,4,15,1980,0,203,13.0,2.0,18.0,15.666666666666666,2.0,17,0.5333333333333333
5,Italy,14,6,12,32,1984,0,221,15.0,8.0,13.0,15.333333333333334,17.0,18,0.4375
10,Italy,6,4,4,14,1988,0,237,32.0,14.0,15.0,20.0,-18.0,19,0.42857142857142855
12,Italy,6,5,8,19,1992,0,257,14.0,6.0,32.0,20.333333333333332,5.0,20,0.3157894736842105
6,Italy,13,10,12,35,1996,0,271,19.0,6.0,14.0,21.666666666666668,16.0,21,0.37142857142857144
7,Italy,13,8,13,34,2000,0,300,35.0,13.0,19.0,22.666666666666668,-1.0,22,0.38235294117647056
8,Italy,10,11,11,32,2004,0,301,34.0,13.0,35.0,29.333333333333332,-2.0,23,0.3125
9,Italy,8,9,10,27,2008,0,302,32.0,10.0,34.0,33.666666666666664,-5.0,24,0.2962962962962963
9,Italy,8,9,11,28,2012,0,302,27.0,8.0,32.0,31.0,1.0,25,0.2857142857142857
9,Italy,8,12,8,28,2016,0,306,28.0,8.0,27.0,29.0,0.0,26,0.2857142857142857
10,Italy,10,10,20,40,2020,0,339,28.0,8.0,28.0,27.666666666666668,12.0,27,0.25
9,Italy,12,13,15,40,2024,0,329,40.0,10.0,28.0,32.0,0.0,28,0.3
33,Ivory Coast,0,1,0,1,1984,0,221,0.0,0.0,0.0,0.0,1.0,1,0.0
51,Ivory Coast,1,0,1,2,2016,0,306,1.0,0.0,0.0,1.0,1.0,2,0.5
86,Ivory Coast,0,0,1,1,2020,0,339,2.0,1.0,1.0,1.5,-1.0,3,0.0
84,Ivory Coast,0,0,1,1,2024,0,329,1.0,0.0,2.0,1.3333333333333333,0.0,4,0.0
20,Jamaica,1,2,0,3,1948,0,136,0.0,0.0,0.0,0.0,3.0,1,0.3333333333333333
13,Jamaica,2,3,0,5,1952,0,149,3.0,1.0,0.0,3.0,2.0,2,0.4
39,Jamaica,0,1,0,1,1968,0,172,5.0,2.0,3.0,4.0,-4.0,3,0.0
43,Jamaica,0,0,1,1,1972,0,195,1.0,0.0,5.0,3.0,0.0,4,0.0
21,Jamaica,1,1,0,2,1976,0,198,1.0,0.0,1.0,2.3333333333333335,1.0,5,0.5
34,Jamaica,0,0,3,3,1980,0,203,2.0,1.0,1.0,1.3333333333333333,1.0,6,0.0
28,Jamaica,0,1,2,3,1984,0,221,3.0,0.0,2.0,2.0,0.0,7,0.0
34,Jamaica,0,2,0,2,1988,0,237,3.0,0.0,3.0,2.6666666666666665,-1.0,8,0.0
38,Jamaica,0,3,1,4,1992,0,257,2.0,0.0,3.0,2.6666666666666665,2.0,9,0.0
39,Jamaica,1,3,2,6,1996,0,271,4.0,0.0,2.0,3.0,2.0,10,0.16666666666666666
54,Jamaica,0,6,3,9,2000,0,300,6.0,1.0,4.0,4.0,3.0,11,0.0
35,Jamaica,2,1,2,5,2004,0,301,9.0,0.0,6.0,6.333333333333333,-4.0,12,0.4
15,Jamaica,5,4,2,11,2008,0,302,5.0,2.0,9.0,6.666666666666667,6.0,13,0.45454545454545453
18,Jamaica,4,5,4,13,2012,0,302,11.0,5.0,5.0,8.333333333333334,2.0,14,0.3076923076923077
16,Jamaica,6,3,2,11,2016,0,306,13.0,4.0,11.0,9.666666666666666,-2.0,15,0.5454545454545454
21,Jamaica,4,1,4,9,2020,0,339,11.0,6.0,13.0,11.666666666666666,-2.0,16,0.4444444444444444
44,Jamaica,1,3,2,6,2024,0,329,9.0,4.0,11.0,11.0,-3.0,17,0.16666666666666666
17,Japan,0,2,0,2,1920,0,156,0.0,0.0,0.0,0.0,2.0,1,0.0
23,Japan,0,0,1,1,1924,0,126,2.0,0.0,0.0,2.0,-1.0,2,0.0
15,Japan,2,2,1,5,1928,0,109,1.0,0.0,2.0,1.5,4.0,3,0.4
5,Japan,7,7,4,18,1932,0,117,5.0,2.0,1.0,2.6666666666666665,13.0,4,0.3888888888888889
8,Japan,6,4,10,20,1936,0,129,18.0,7.0,5.0,8.0,2.0,5,0.3
17,Japan,1,6,2,9,1952,0,149,20.0,6.0,18.0,14.333333333333334,-11.0,6,0.1111111111111111
10,Japan,4,10,5,19,1956,0,151,9.0,1.0,20.0,15.666666666666666,10.0,7,0.21052631578947367
8,Japan,4,7,7,18,1960,0,150,19.0,4.0,9.0,16.0,-1.0,8,0.2222222222222222
3,Japan,16,5,8,29,1964,1,163,18.0,4.0,19.0,15.333333333333334,11.0,9,0.5517241379310345
3,Japan,11,7,7,25,1968,0,172,29.0,16.0,18.0,22.0,-4.0,10,0.44
5,Japan,13,8,8,29,1972,0,195,25.0,11.0,29.0,24.0,4.0,11,0.4482758620689655
5,Japan,9,6,10,25,1976,0,198,29.0,13.0,25.0,27.666666666666668,-4.0,12,0.36
7,Japan,10,8,14,32,1984,0,221,25.0,9.0,29.0,26.333333333333332,7.0,13,0.3125
14,Japan,4,3,7,14,1988,0,237,32.0,10.0,25.0,28.666666666666668,-18.0,14,0.2857142857142857
17,Japan,3,8,11,22,1992,0,257,14.0,4.0,32.0,23.666666666666668,8.0,15,0.13636363636363635
23,Japan,3,6,5,14,1996,0,271,22.0,3.0,14.0,22.666666666666668,-8.0,16,0.21428571428571427
15,Japan,5,8,5,18,2000,0,300,14.0,3.0,22.0,16.666666666666668,4.0,17,0.2777777777777778
5,Japan,16,9,12,37,2004,0,301,18.0,5.0,14.0,18.0,19.0,18,0.43243243243243246
8,Japan,9,8,8,25,2008,0,302,37.0,16.0,18.0,23.0,-12.0,19,0.36
11,Japan,7,14,17,38,2012,0,302,25.0,9.0,37.0,26.666666666666668,13.0,20,0.18421052631578946
6,Japan,12,8,21,41,2016,0,306,38.0,7.0,25.0,33.333333333333336,3.0,21,0.2926829268292683
3,Japan,27,14,17,58,2020,1,339,41.0,12.0,38.0,34.666666666666664,17.0,22,0.46551724137931033
3,Japan,20,12,13,45,2024,0,329,58.0,27.0,41.0,45.666666666666664,-13.0,23,0.4444444444444444
54,Jordan,1,0,0,1,2016,0,306,0.0,0.0,0.0,0.0,1.0,1,1.0
74,Jordan,0,1,1,2,2020,0,339,1.0,1.0,0.0,1.0,1.0,2,0.0
74,Jordan,0,1,0,1,2024,0,329,2.0,0.0,1.0,1.5,-1.0,3,0.0
24,Kazakhstan,3,4,4,11,1996,0,271,0.0,0.0,0.0,0.0,11.0,1,0.2727272727272727
22,Kazakhstan,3,4,0,7,2000,0,300,11.0,3.0,0.0,11.0,-4.0,2,0.42857142857142855
40,Kazakhstan,1,4,3,8,2004,0,301,7.0,3.0,11.0,9.0,1.0,3,0.125
29,Kazakhstan,2,3,4,9,2008,0,302,8.0,1.0,7.0,8.666666666666666,1.0,4,0.2222222222222222
23,Kazakhstan,3,2,6,11,2012,0,302,9.0,2.0,8.0,8.0,2.0,5,0.2727272727272727
30,Kazakhstan,2,5,10,17,2016,0,306,11.0,3.0,9.0,9.333333333333334,6.0,6,0.11764705882352941
83,Kazakhstan,0,0,8,8,2020,0,339,17.0,2.0,11.0,12.333333333333334,-9.0,7,0.0
43,Kazakhstan,1,3,3,7,2024,0,329,8.0,0.0,17.0,12.0,-1.0,8,0.14285714285714285
35,Kenya,0,0,1,1,1964,0,163,0.0,0.0,0.0,0.0,1.0,1,0.0
14,Kenya,3,4,2,9,1968,0,172,1.0,0.0,0.0,1.0,8.0,2,0.3333333333333333
19,Kenya,2,3,4,9,1972,0,195,9.0,3.0,1.0,5.0,0.0,3,0.2222222222222222
23,Kenya,1,0,2,3,1984,0,221,9.0,2.0,9.0,6.333333333333333,-6.0,4,0.3333333333333333
13,Kenya,5,2,2,9,1988,0,237,3.0,1.0,9.0,7.0,6.0,5,0.5555555555555556
21,Kenya,2,4,2,8,1992,0,257,9.0,5.0,3.0,7.0,-1.0,6,0.25
38,Kenya,1,4,3,8,1996,0,271,8.0,2.0,9.0,6.666666666666667,0.0,7,0.125
29,Kenya,2,3,2,7,2000,0,300,8.0,1.0,8.0,8.333333333333334,-1.0,8,0.2857142857142857
41,Kenya,1,4,2,7,2004,0,301,7.0,2.0,8.0,7.666666666666667,0.0,9,0.14285714285714285
13,Kenya,6,4,6,16,2008,0,302,7.0,1.0,7.0,7.333333333333333,9.0,10,0.375
29,Kenya,2,4,7,13,2012,0,302,16.0,6.0,7.0,10.0,-3.0,11,0.15384615384615385
15,Kenya,6,6,1,13,2016,0,306,13.0,2.0,16.0,12.0,0.0,12,0.46153846153846156
19,Kenya,4,4,2,10,2020,0,339,13.0,6.0,13.0,14.0,-3.0,13,0.4
17,Kenya,4,2,5,11,2024,0,329,10.0,4.0,13.0,12.0,1.0,14,0.36363636363636365
54,Kosovo,1,0,0,1,2016,0,306,0.0,0.0,0.0,0.0,1.0,1,1.0
42,Kosovo,2,0,0,2,2020,0,339,1.0,1.0,0.0,1.0,1.0,2,1.0
73,Kosovo,0,1,1,2,2024,0,329,2.0,2.0,1.0,1.5,0.0,3,0.0
71,Kuwait,0,0,1,1,2000,0,300,0.0,0.0,0.0,0.0,1.0,1,0.0
79,Kuwait,0,0,1,1,2012,0,302,1.0,0.0,0.0,1.0,0.0,2,0.0
86,Kuwait,0,0,1,1,2020,0,339,1.0,0.0,1.0,1.0,0.0,3,0.0
71,Kyrgyzstan,0,0,1,1,2000,0,300,0.0,0.0,0.0,0.0,1.0,1,0.0
64,Kyrgyzstan,0,1,2,3,2008,0,302,1.0,0.0,0.0,1.0,2.0,2,0.0
70,Kyrgyzstan,0,2,1,3,2020,0,339,3.0,0.0,1.0,2.0,0.0,3,0.0
68,Kyrgyzstan,0,2,4,6,2024,0,329,3.0,0.0,3.0,2.3333333333333335,3.0,4,0.0
